1, Cao Bá Nhạ, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0877541,108.2400765
66, Đường Nguyễn Đức An, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.082596,108.2427471
67, Đường Nguyễn Đức An, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.082596,108.2427471
68, Đường Nguyễn Đức An, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.082596,108.2427471
69, Đường Nguyễn Đức An, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.082596,108.2427471
70, Đường Nguyễn Đức An, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.082596,108.2427471
71, Đường Nguyễn Đức An, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0824801,108.2427119
2, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847921,108.2458283
3, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846253,108.2456614
4, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847921,108.2458283
5, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846243,108.2456114
6, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847913,108.245787
7, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846569,108.2452485
8, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847895,108.2456963
9, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846367,108.2451887
10, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0848312,108.2456004
11, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846561,108.2451735
12, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847867,108.2455655
13, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846399,108.2451334
14, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847599,108.2455303
15, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846421,108.2450944
16, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.084685,108.2455117
17, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846477,108.2450556
18, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847667,108.2454276
19, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.084662,108.2450101
20, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847587,108.2453897
21, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846694,108.2449655
22, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847713,108.2453448
23, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846566,108.2449341
24, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847989,108.2453188
25, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846526,108.2448789
26, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847636,108.245288
27, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.084664,108.2448401
28, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847514,108.2452479
29, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846667,108.2447941
30, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0848016,108.2451945
31, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
32, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0848049,108.2451382
33, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
34, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847543,108.2450786
35, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
36, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847853,108.2450483
37, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
38, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847628,108.2449578
39, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
40, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847708,108.2449168
41, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
42, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0848195,108.2448842
43, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
44, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0848215,108.2448487
45, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
46, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.084795,108.244774
47, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
48, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847705,108.2447743
49, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0846594,108.2447937
50, Tân Phú 1, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0847708,108.2447015
1, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
2, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
3, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
4, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
5, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
6, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
7, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
8, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
9, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
10, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
11, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
12, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
13, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
14, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
15, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843551,108.2453229
16, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
17, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
18, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
19, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
20, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
21, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
22, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
23, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
24, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
25, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
26, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
27, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0843638,108.2453081
28, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
29, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
30, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
31, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
32, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
33, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
34, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
35, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
36, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
37, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
38, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
39, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
40, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842001,108.2446428
41, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0842744,108.2446754
42, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841403,108.2448248
43, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841132,108.2448154
44, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841492,108.244797
45, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841582,108.2447691
46, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841672,108.2447413
47, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841762,108.2447135
48, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841851,108.2446856
49, Đ. Tân Phú 2, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0841345,108.2446368
1, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
2, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
3, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
4, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
5, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
6, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
7, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
8, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
9, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
11, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809455,108.2456535
12, Tân Thuận, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0809697,108.2455807
1, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
1, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
1, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
4, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0810216,108.2447691
5, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0805066,108.245829
6, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0810216,108.2447691
7, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
8, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0810399,108.2447269
9, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
10, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0810583,108.2446846
11, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
12, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0810733,108.2446408
13, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806072,108.2458505
14, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0810958,108.244596
15, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.080467,108.2457956
16, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0811184,108.2445512
17, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806412,108.2457566
18, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0815167,108.2434677
19, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806752,108.2456626
20, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0806922,108.2456157
21, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
22, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0817059,108.2428916
23, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0806424,108.2455166
24, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.081778,108.2428793
25, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0807299,108.2454949
26, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0817539,108.2427604
27, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.080679,108.2454312
28, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.080801,108.2452409
29, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0808596,108.2450314
30, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0817789,108.2426904
31, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0808596,108.2450314
32, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0818151,108.242654
33, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.080847,108.2449201
34, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.081845,108.2426009
35, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.080885,108.2448327
36, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0818644,108.242544
37, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0809242,108.2447458
38, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0819155,108.2424987
39, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0809407,108.2447046
40, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0818617,108.2424725
41, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0809572,108.2446633
42, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0819286,108.2423547
43, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0811218,108.2444284
44, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0819714,108.242226
45, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0813006,108.2438599
46, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0819535,108.2420795
47, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0813006,108.2438599
48, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0820736,108.2419072
49, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0813975,108.2436182
50, Trần Đức Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0821217,108.2418128
51, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0814944,108.2433765
52, Trần Đức Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0821217,108.2418128
53, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0814925,108.243196
54, Trần Đức Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0821242,108.2417657
55, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0814467,108.2431296
56, Trần Đức Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0821272,108.2417364
57, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0815189,108.2431139
58, Trần Đức Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0821619,108.241663
59, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0814978,108.2430016
60, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
61, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816577,108.2429672
62, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
63, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816577,108.2429672
64, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
65, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.081668,108.2429368
66, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
67, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0815693,108.2428664
68, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
69, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816142,108.2428488
70, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
71, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0815946,108.2427933
72, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
73, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816088,108.2427497
74, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
75, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816235,108.2427066
76, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
77, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.081638,108.2426637
78, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
79, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816527,108.2426203
80, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
81, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.081711,108.2425932
82, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
83, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816791,108.2425425
84, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
85, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0817161,108.2425173
86, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
87, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816909,108.2425079
88, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
89, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816909,108.2425079
90, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
91, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0816909,108.2425079
92, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
93, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
94, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
95, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
96, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
97, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
98, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
99, Trần Đức Thông, An Hải, Sơn Trà, Đà Nẵng, Việt Nam,16.0819897,108.2416329
100, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
101, Trần Đức Thông, An Hải, Sơn Trà, Đà Nẵng, Việt Nam,16.0819897,108.2416329
102, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
103, Trần Đức Thông, An Hải, Sơn Trà, Đà Nẵng, Việt Nam,16.0819897,108.2416329
104, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
105, Trần Đức Thông, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0820524,108.2416543
106, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
107, Trần Đức Thông, An Hải, Sơn Trà, Đà Nẵng, Việt Nam,16.0820044,108.2415861
108, Trần Đức Thông, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0807092,108.2455687
109, Trần Đức Thông, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0820648,108.2415129
K75/1, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0887909,108.2487822
K75,/1 Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0887909,108.2487822
3, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0899221,108.242716
4, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0897219,108.2427053
5, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0899073,108.2427617
6, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0897859,108.2428614
7, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0897859,108.2428614
8, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896542,108.2430079
9, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.089787,108.2430173
10, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896994,108.2430575
11, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0897739,108.243163
12, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896888,108.2430866
13, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0897396,108.2432626
14, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896658,108.2432002
15, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.089649,108.2433023
16, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896443,108.2432015
17, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896194,108.2434845
18, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896199,108.2432954
19, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896778,108.2434196
20, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0895975,108.243352
21, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896916,108.2436562
22, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.089549,108.2433807
23, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0896004,108.2437968
24, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0895039,108.243421
25, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0894992,108.2440397
26, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.089544,108.2435068
27, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0895034,108.2441146
