K75/1, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0887909,108.2487822
42, Nại Nghĩa 4, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853832,108.2305175
43, Nại Nghĩa 4, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0852708,108.2304861
44, Nại Nghĩa 4, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853832,108.2305175
45, Nại Nghĩa 4, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0852305,108.230458
1, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846937,108.2304772
1, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846937,108.2304772
3, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846937,108.2304772
4, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853625,108.2303986
6, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853625,108.2303986
7, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846937,108.2304772
8, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853625,108.2303986
9, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853625,108.2303986
10, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853625,108.2303986
11, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853625,108.2303986
12, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853621,108.2303646
13, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853526,108.2303987
14, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853422,108.230356
15, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853394,108.2303989
16, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853348,108.2302722
17, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853361,108.2303989
17, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853361,108.2303989
19, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853361,108.2303989
20, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0852787,108.2303992
21, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0853361,108.2303989
22, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0852787,108.2303992
23, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
24, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0852787,108.2303992
25, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
26, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0852787,108.2303992
27, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
28, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0845882,108.2303332
29, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
30, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0845882,108.2303332
31, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
32, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0845882,108.2303332
33, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
34, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0845882,108.2303339
35, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
36, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0845512,108.230333
37, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
38, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0845162,108.2303338
39, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0850042,108.2304349
40, Nại Nghĩa 5, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0844812,108.2303338
1, Nại Nghĩa 6, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846675,108.2307149
1, Nại Nghĩa 6, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846675,108.2307149
3, Nại Nghĩa 6, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846675,108.2307149
4, Nại Nghĩa 6, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846675,108.2307149
5, Nại Nghĩa 6, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0846476,108.230714
2, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
3, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
4, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
5, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
6, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
7, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
8, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
9, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
10, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891336,108.2358581
11, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891518,108.2358755
12, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891265,108.2358662
13, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891194,108.2358742
14, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891123,108.2358823
15, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0891244,108.2359141
16, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.089094,108.235903
17, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890828,108.2359156
18, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890716,108.2359283
19, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890604,108.2359409
20, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890493,108.2359536
21, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890381,108.2359663
22, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890269,108.2359789
23, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890157,108.2359916
24, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0890045,108.2360042
25, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889933,108.2360169
26, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889822,108.2360295
27, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889995,108.2360695
28, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889546,108.2360608
29, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889381,108.2360794
30, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889217,108.236098
31, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0889053,108.2361165
32, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888889,108.2361351
33, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888943,108.2361745
34, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888725,108.2361537
35, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888765,108.2362099
36, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888359,108.2361947
37, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888533,108.2362355
38, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888114,108.2362222
39, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0888269,108.2362643
40, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0887984,108.2362367
41, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0887984,108.2362367
42, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0887984,108.2362367
43, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0887984,108.2362367
44, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0887984,108.2362367
45, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0887984,108.2362367
46, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885073,108.2365642
47, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885073,108.2365642
48, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885073,108.2365642
49, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885073,108.2365642
50, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885073,108.2365642
51, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885932,108.2366428
52, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884961,108.2365769
53, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884848,108.2365897
54, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884736,108.2366025
55, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884623,108.2366153
56, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884511,108.2366281
57, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884398,108.2366408
58, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884286,108.2366536
59, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884174,108.2366664
60, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884061,108.2366792
61, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883949,108.2366919
62, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883836,108.2367047
63, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883724,108.2367175
64, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883611,108.2367303
65, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883751,108.2367671
66, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883377,108.2367569
67, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883501,108.2367942
68, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883255,108.2367708
69, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883253,108.2368228
70, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882889,108.2368112
71, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882773,108.236824
72, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882657,108.2368368
73, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882542,108.2368495
74, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882426,108.2368623
75, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088231,108.2368751
76, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882194,108.2368878
77, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882078,108.2369006
78, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881962,108.2369134
79, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881846,108.2369261
80, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088173,108.2369389
81, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881614,108.2369517
82, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881499,108.2369645
83, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881495,108.2369883
84, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881248,108.2369921
85, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881113,108.237007
86, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880978,108.2370218
87, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880843,108.2370367
88, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880708,108.2370516
89, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880838,108.2370925
90, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880432,108.2370819
91, Nại Thịnh 1, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088062,108.2371297
1, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
3, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
5, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
6, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
7, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
8, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
9, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
10, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
11, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886366,108.2359984
12, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
13, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
14, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
15, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0886761,108.2359585
16, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0878776,108.2350089
17, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885569,108.2358308
18, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0878461,108.2350447
19, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885569,108.2358308
20, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885569,108.2358308
21, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885416,108.2358468
22, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885385,108.2358119
23, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.08848,108.2358317
24, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0885083,108.2357808
25, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884964,108.2357686
26, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884846,108.2357563
27, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884727,108.2357441
28, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884608,108.2357319
29, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088449,108.2357197
30, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884371,108.2357074
31, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884094,108.2357118
32, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0884121,108.2356817
33, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883824,108.2356856
34, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088382,108.2356507
35, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.088365,108.2356332
36, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883481,108.2356157
37, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883311,108.2355983
38, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0883141,108.2355808
39, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882152,108.2356495
40, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
41, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
42, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
43, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0881284,108.235442
44, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
45, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880713,108.2354288
46, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
47, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880638,108.235359
48, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
49, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880316,108.2353451
50, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
51, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0880274,108.2353401
52, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
53, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0879766,108.2353388
54, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
55, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0879557,108.2353032
56, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
57, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0879184,108.2352835
58, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
59, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0878887,108.2352552
60, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
61, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0878589,108.2352269
62, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
63, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0878291,108.2351986
64, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
65, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0877993,108.2351702
66, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
67, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0877928,108.2351154
68, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
69, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0877393,108.235113
70, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
71, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.087709,108.2350842
72, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
73, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0876781,108.2350561
74, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
75, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0876567,108.2350343
76, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
77, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0876346,108.2350132
78, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
79, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0876125,108.2349921
80, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
81, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0875904,108.2349711
82, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
83, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0875683,108.23495
84, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
85, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0875463,108.234929
86, Nại Thịnh 2, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam,16.0882972,108.2355633
